kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location,etf_score,grade,breadth,median_stock_pct,relative_strength,drawdown_from_recent_peak,alert,life_stage,stage_advice
etf,sh515220,515220,煤炭ETF,1.24,-0.64,1.241,1.256,1.23,1.248,64643.0,20260813152209,0.38461538461538464,62.48,B,100.0,0.61,0.0,-1.74,正常,分歧,只留强股，弱股减法
etf,sh512690,512690,酒ETF,0.449,0.67,0.444,0.455,0.444,0.446,82695.0,20260813152209,0.45454545454545453,62.44,B,50.0,0.67,1.31,-0.88,正常,启动,可观察，等待持续性确认
etf,sh510300,510300,沪深300ETF,4.729,-0.4,4.77,4.786,4.725,4.748,436480.0,20260813152209,0.06557377049181068,59.07,B,100.0,0.28,0.24,-0.9,正常,分歧,只留强股，弱股减法
etf,sh512880,512880,证券ETF,1.101,0.36,1.098,1.113,1.097,1.097,252343.0,20260813152209,0.25,58.55,B,50.0,0.36,1.0,-0.72,正常,启动,可观察，等待持续性确认
etf,sh515400,515400,大数据ETF,0.901,0.9,0.901,0.925,0.901,0.893,20155.0,20260813152209,0.0,57.7,C,50.0,0.9,1.54,-1.53,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh515880,515880,通信ETF,0.666,0.15,0.681,0.692,0.665,0.665,346657.0,20260813152209,0.03703703703703719,55.0,C,50.0,0.2,0.79,-2.63,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh516820,516820,机器人ETF,0.366,0.27,0.364,0.372,0.361,0.365,7653.0,20260813152209,0.45454545454545453,52.34,C,50.0,0.27,0.91,-1.35,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh512170,512170,医疗ETF,0.355,1.43,0.349,0.361,0.347,0.35,89776.0,20260813152209,0.5714285714285714,51.33,C,0.0,-1.1,2.07,-1.11,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh518880,518880,黄金ETF,9.042,-0.67,9.126,9.144,9.016,9.103,487761.0,20260813152209,0.20312499999999828,45.17,C,50.0,-0.67,-0.03,-0.67,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh512660,512660,军工ETF,1.148,-0.69,1.16,1.167,1.147,1.156,21497.0,20260813152209,0.04999999999999445,43.15,D,50.0,-0.69,-0.05,-2.05,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh588200,588200,科创芯片ETF,1.204,-1.15,1.24,1.26,1.203,1.218,413371.0,20260813152208,0.017543859649120894,41.41,D,50.0,-0.28,-0.51,-3.53,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512760,512760,芯片ETF,1.14,-1.64,1.175,1.19,1.14,1.159,65494.0,20260813152209,0.0,38.48,D,50.0,-1.64,-1.0,-3.39,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515790,515790,光伏ETF,0.863,-2.15,0.882,0.884,0.863,0.882,21782.0,20260813152209,0.0,36.3,D,50.0,-2.15,-1.51,-2.15,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh510880,510880,红利ETF,3.273,-0.91,3.29,3.297,3.27,3.303,38134.0,20260813152209,0.11111111111111477,32.91,D,50.0,-0.91,-0.27,-1.39,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512480,512480,半导体ETF,1.068,-1.84,1.105,1.115,1.067,1.088,160125.0,20260813152209,0.020833333333335646,32.56,D,33.3,-2.76,-1.2,-3.26,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515980,515980,人工智能ETF,1.066,0.28,1.083,1.105,1.065,1.063,48672.0,20260813152209,0.025000000000002777,32.36,D,0.0,-0.56,0.92,-2.2,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515030,515030,新能源车ETF,1.66,-1.13,1.678,1.684,1.66,1.679,18415.0,20260813152209,0.0,30.57,D,50.0,-1.13,-0.49,-1.19,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh516510,516510,云计算ETF,1.744,0.29,1.754,1.788,1.743,1.739,22486.0,20260813152209,0.02222222222221981,21.56,E,0.0,-1.56,0.93,-1.86,正常,退潮,停止新增，反弹处理弱股
etf,sh512400,512400,有色金属ETF,1.869,-3.66,1.937,1.942,1.865,1.94,146488.0,20260813152209,0.05194805194805202,6.14,E,0.0,-4.08,-3.02,-7.38,红色：行业共振回撤，停止新增，反弹优先减弱,退潮,停止新增，反弹处理弱股
