kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location,etf_score,grade,breadth,median_stock_pct,relative_strength,drawdown_from_recent_peak,alert,life_stage,stage_advice
etf,sh515880,515880,通信ETF,0.637,9.45,0.598,0.64,0.597,0.582,574113.0,20260804145631,0.9302325581395349,100.0,S,100.0,13.5,7.93,-5.07,黄色：高位降温，停止追高,高潮,强但不宜追高，等分歧回踩
etf,sh515980,515980,人工智能ETF,1.05,6.6,0.998,1.055,0.998,0.985,43921.0,20260804145631,0.9122807017543877,100.0,S,100.0,7.19,5.08,-5.75,黄色：高位降温，停止追高,高潮,强但不宜追高，等分歧回踩
etf,sh516510,516510,云计算ETF,1.741,4.63,1.69,1.744,1.686,1.664,35419.0,20260804145631,0.9482758620689674,93.72,S,100.0,0.88,3.11,0.0,正常,高潮,强但不宜追高，等分歧回踩
etf,sh588200,588200,科创芯片ETF,1.098,5.48,1.051,1.111,1.044,1.041,498209.0,20260804145631,0.8059701492537327,87.94,S,100.0,5.16,3.96,-14.02,红色：行业共振回撤，停止新增，反弹优先减弱,高潮,强但不宜追高，等分歧回踩
etf,sh512480,512480,半导体ETF,0.97,5.32,0.929,0.98,0.921,0.921,246099.0,20260804145632,0.8305084745762709,86.83,S,100.0,3.97,3.8,-13.7,橙色：趋势破坏，暂停新开仓,高潮,强但不宜追高，等分歧回踩
etf,sh512170,512170,医疗ETF,0.334,1.83,0.331,0.337,0.331,0.328,60659.0,20260804145631,0.5,78.14,A,100.0,0.85,0.31,0.0,正常,发酵,主线候选，优先选未大涨个股
etf,sh515400,515400,大数据ETF,0.886,3.75,0.86,0.889,0.86,0.854,13907.0,20260804145630,0.896551724137931,78.02,A,50.0,3.75,2.23,-0.34,正常,启动,可观察，等待持续性确认
etf,sh512760,512760,芯片ETF,1.046,5.02,1.0,1.058,0.995,0.996,66587.0,20260804145630,0.8095238095238095,72.26,A,50.0,5.02,3.5,-13.91,橙色：趋势破坏，暂停新开仓,启动,可观察，等待持续性确认
etf,sh512660,512660,军工ETF,1.116,1.36,1.102,1.12,1.1,1.101,27622.0,20260804145630,0.8,66.62,B,50.0,1.36,-0.16,0.0,正常,启动,可观察，等待持续性确认
etf,sh515790,515790,光伏ETF,0.842,1.2,0.832,0.845,0.83,0.832,20926.0,20260804145631,0.8,65.94,B,50.0,1.2,-0.32,0.0,正常,启动,可观察，等待持续性确认
etf,sh516820,516820,机器人ETF,0.35,1.74,0.346,0.354,0.346,0.344,4393.0,20260804145631,0.5,64.46,B,50.0,1.74,0.22,0.0,正常,启动,可观察，等待持续性确认
etf,sh515030,515030,新能源车ETF,1.627,0.81,1.618,1.637,1.607,1.614,14612.0,20260804145632,0.6666666666666666,62.6,B,50.0,0.81,-0.71,0.0,正常,启动,可观察，等待持续性确认
etf,sh512400,512400,有色金属ETF,1.805,1.52,1.781,1.811,1.772,1.778,81266.0,20260804145629,0.8461538461538457,51.89,C,0.0,-1.26,0.0,-0.93,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh510300,510300,沪深300ETF,4.658,1.28,4.618,4.672,4.615,4.599,532998.0,20260804145631,0.75438596491229,48.82,C,0.0,-2.73,-0.24,-2.69,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh512880,512880,证券ETF,1.103,-0.18,1.107,1.11,1.1,1.105,164829.0,20260804145630,0.2999999999999889,45.36,C,50.0,-0.18,-1.7,-2.22,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh518880,518880,黄金ETF,8.408,-0.11,8.394,8.425,8.391,8.417,203910.0,20260804145631,0.49999999999997385,38.1,D,50.0,-0.11,-1.63,-1.78,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512690,512690,酒ETF,0.44,-1.79,0.446,0.448,0.44,0.448,64917.0,20260804145631,0.0,34.73,D,50.0,-1.79,-3.31,-2.87,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh510880,510880,红利ETF,3.234,-1.55,3.28,3.284,3.222,3.285,84378.0,20260804145630,0.19354838709677488,28.11,E,50.0,-1.55,-3.07,-2.36,正常,退潮,停止新增，反弹处理弱股
etf,sh515220,515220,煤炭ETF,1.172,-0.34,1.174,1.178,1.154,1.176,94643.0,20260804145631,0.75,25.55,E,0.0,-1.35,-1.86,-5.33,黄色：高位降温，停止追高,退潮,停止新增，反弹处理弱股
