kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location,etf_score,grade,breadth,median_stock_pct,relative_strength,drawdown_from_recent_peak,alert,life_stage,stage_advice
etf,sh512400,512400,有色金属ETF,1.975,4.17,1.896,1.979,1.896,1.896,86994.0,20260826103900,0.9518072289156627,95.98,S,100.0,4.81,3.35,0.0,正常,高潮,强但不宜追高，等分歧回踩
etf,sh515220,515220,煤炭ETF,1.306,0.23,1.299,1.308,1.277,1.303,36402.0,20260826103901,0.9354838709677422,78.71,A,100.0,0.49,-0.59,0.0,正常,启动,可观察，等待持续性确认
etf,sh512880,512880,证券ETF,1.097,2.81,1.066,1.098,1.065,1.067,199419.0,20260826103901,0.9696969696969664,75.95,A,50.0,2.81,1.99,-0.36,正常,启动,可观察，等待持续性确认
etf,sh510300,510300,沪深300ETF,4.67,1.17,4.615,4.671,4.611,4.616,167110.0,20260826103901,0.983333333333328,73.13,A,100.0,1.27,0.35,-2.73,正常,发酵,主线候选，优先选未大涨个股
etf,sh510880,510880,红利ETF,3.437,0.82,3.377,3.44,3.377,3.409,19277.0,20260826103901,0.9523809523809507,67.25,B,50.0,0.82,0.0,-0.09,正常,启动,可观察，等待持续性确认
etf,sh518880,518880,黄金ETF,9.578,0.47,9.539,9.581,9.525,9.533,169327.0,20260826103901,0.9464285714285686,65.69,B,50.0,0.47,-0.35,0.0,正常,启动,可观察，等待持续性确认
etf,sh512480,512480,半导体ETF,1.018,0.99,1.006,1.019,0.996,1.008,62206.0,20260826103901,0.9565217391304394,64.3,B,100.0,2.03,0.17,-10.07,橙色：趋势破坏，暂停新开仓,启动,可观察，等待持续性确认
etf,sh515030,515030,新能源车ETF,1.643,1.99,1.602,1.644,1.602,1.611,7714.0,20260826103902,0.9761904761904787,62.46,B,50.0,1.99,1.17,-3.3,正常,启动,可观察，等待持续性确认
etf,sh516510,516510,云计算ETF,1.633,0.31,1.631,1.634,1.609,1.628,3809.0,20260826103901,0.9600000000000043,61.38,B,100.0,1.26,-0.51,-9.03,橙色：趋势破坏，暂停新开仓,启动,可观察，等待持续性确认
etf,sh515790,515790,光伏ETF,0.852,1.67,0.838,0.853,0.838,0.838,6648.0,20260826103901,0.9333333333333333,60.55,B,50.0,1.67,0.85,-4.27,正常,启动,可观察，等待持续性确认
etf,sh588200,588200,科创芯片ETF,1.147,1.5,1.131,1.147,1.12,1.13,117957.0,20260826103901,1.0,60.11,B,50.0,0.73,0.68,-10.04,橙色：趋势破坏，暂停新开仓,启动,可观察，等待持续性确认
etf,sh512760,512760,芯片ETF,1.08,1.31,1.067,1.081,1.056,1.066,16588.0,20260826103900,0.9600000000000043,59.36,B,50.0,1.31,0.49,-10.37,橙色：趋势破坏，暂停新开仓,启动,可观察，等待持续性确认
etf,sh512170,512170,医疗ETF,0.345,-0.58,0.347,0.35,0.343,0.347,28364.0,20260826103900,0.28571428571428004,58.14,B,100.0,1.27,-1.4,-3.9,正常,震荡,等待方向，不强行交易
etf,sh512660,512660,军工ETF,1.104,0.82,1.093,1.105,1.091,1.095,7274.0,20260826103900,0.9285714285714365,56.87,C,50.0,0.82,0.0,-5.8,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh512690,512690,酒ETF,0.424,0.47,0.419,0.425,0.417,0.422,15989.0,20260826103901,0.875,54.71,C,50.0,0.47,-0.35,-5.57,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh515880,515880,通信ETF,0.651,0.46,0.651,0.652,0.635,0.648,99089.0,20260826103901,0.9411764705882353,54.31,C,75.0,0.76,-0.36,-9.46,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh515400,515400,大数据ETF,0.843,0.24,0.841,0.844,0.832,0.841,2421.0,20260826103902,0.9166666666666666,45.85,C,50.0,0.24,-0.58,-8.67,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh516820,516820,机器人ETF,0.353,0.0,0.353,0.356,0.352,0.353,1944.0,20260826103901,0.25,44.83,D,50.0,0.0,-0.82,-4.08,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh515980,515980,人工智能ETF,0.99,0.41,0.989,0.992,0.972,0.986,6297.0,20260826103901,0.9,32.03,D,0.0,-0.05,-0.41,-11.21,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
