kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location,etf_score,grade,breadth,median_stock_pct,relative_strength,drawdown_from_recent_peak,alert,life_stage,stage_advice
etf,sh512400,512400,有色金属ETF,1.77,3.51,1.723,1.794,1.72,1.71,103683.0,20260722134301,0.6756756756756757,82.75,S,100.0,6.69,3.02,-0.95,正常,高潮,强但不宜追高，等分歧回踩
etf,sh516510,516510,云计算ETF,1.789,1.59,1.75,1.814,1.74,1.761,38729.0,20260722134300,0.6621621621621606,73.71,A,100.0,3.81,1.1,0.0,正常,发酵,主线候选，优先选未大涨个股
etf,sh515980,515980,人工智能ETF,1.154,0.09,1.135,1.187,1.125,1.153,37262.0,20260722134301,0.46774193548386916,63.87,B,100.0,0.92,-0.4,-1.37,正常,启动,可观察，等待持续性确认
etf,sh510300,510300,沪深300ETF,4.782,-0.1,4.75,4.823,4.75,4.787,466330.0,20260722134300,0.4383561643835596,63.19,B,100.0,1.42,-0.59,-0.46,正常,分歧,只留强股，弱股减法
etf,sh512170,512170,医疗ETF,0.328,0.0,0.326,0.333,0.325,0.328,51860.0,20260722134301,0.375,61.99,B,100.0,0.38,-0.49,0.0,正常,分歧,只留强股，弱股减法
etf,sh515400,515400,大数据ETF,0.918,2.11,0.89,0.93,0.888,0.899,28421.0,20260722134300,0.7142857142857143,60.98,B,50.0,2.11,1.62,-0.22,正常,启动,可观察，等待持续性确认
etf,sh518880,518880,黄金ETF,8.596,1.51,8.555,8.614,8.546,8.468,375382.0,20260722134302,0.7352941176470542,58.69,B,50.0,1.51,1.02,-0.02,正常,启动,可观察，等待持续性确认
etf,sh510880,510880,红利ETF,3.231,0.81,3.201,3.237,3.181,3.205,67777.0,20260722134302,0.8928571428571389,57.69,C,50.0,0.81,0.32,0.0,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh512690,512690,酒ETF,0.427,0.47,0.422,0.429,0.416,0.425,89249.0,20260722134302,0.8461538461538461,55.66,C,50.0,0.47,-0.02,0.0,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh516820,516820,机器人ETF,0.349,0.58,0.345,0.354,0.344,0.347,4637.0,20260722134302,0.5,51.77,C,50.0,0.58,0.09,0.0,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh515790,515790,光伏ETF,0.819,0.49,0.808,0.832,0.805,0.815,22172.0,20260722134302,0.5185185185185165,51.62,C,50.0,0.49,0.0,-0.36,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh512760,512760,芯片ETF,1.257,1.13,1.243,1.312,1.238,1.243,75322.0,20260722134301,0.25675675675675524,51.04,C,50.0,1.13,0.64,-2.26,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh512880,512880,证券ETF,1.113,-0.89,1.115,1.119,1.103,1.123,183870.0,20260722134302,0.625,47.08,C,50.0,-0.89,-1.38,-0.89,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh515220,515220,煤炭ETF,1.205,1.18,1.188,1.208,1.175,1.191,75978.0,20260722134302,0.9090909090909122,44.35,D,0.0,-0.38,0.69,0.0,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh512660,512660,军工ETF,1.085,-0.46,1.08,1.106,1.079,1.09,29125.0,20260722134302,0.22222222222222132,43.83,D,50.0,-0.46,-0.95,-0.73,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh512480,512480,半导体ETF,1.158,1.22,1.143,1.21,1.142,1.144,220719.0,20260722134301,0.23529411764705882,43.77,D,33.3,-2.56,0.73,-2.11,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh515030,515030,新能源车ETF,1.546,-2.09,1.579,1.579,1.545,1.579,9902.0,20260722134300,0.029411764705885617,34.46,D,50.0,-2.09,-2.58,-2.09,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515880,515880,通信ETF,0.684,-2.43,0.685,0.705,0.681,0.701,458798.0,20260722134302,0.12500000000000058,19.13,E,0.0,-3.94,-2.92,-2.43,正常,退潮,停止新增，反弹处理弱股
etf,sh588200,588200,科创芯片ETF,1.31,-2.89,1.302,1.375,1.298,1.349,754868.0,20260722134302,0.15584415584415606,18.29,E,0.0,-3.38,-3.38,-2.89,正常,退潮,停止新增，反弹处理弱股
