kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location,etf_score,grade,breadth,median_stock_pct,relative_strength,drawdown_from_recent_peak,alert,life_stage,stage_advice
etf,sh512400,512400,有色金属ETF,1.982,0.76,1.971,1.989,1.942,1.967,94945.0,20260828161432,0.851063829787232,80.61,A,100.0,0.23,0.82,0.0,正常,启动,可观察，等待持续性确认
etf,sh516510,516510,云计算ETF,1.669,0.36,1.677,1.717,1.667,1.663,14319.0,20260828161433,0.04,70.62,A,100.0,2.52,0.42,-7.02,黄色：高位降温，停止追高,启动,可观察，等待持续性确认
etf,sh518880,518880,黄金ETF,9.475,0.31,9.437,9.475,9.398,9.446,446270.0,20260828161454,1.0,66.95,B,50.0,0.31,0.37,-0.88,正常,启动,可观察，等待持续性确认
etf,sh512690,512690,酒ETF,0.423,0.48,0.42,0.424,0.418,0.421,39562.0,20260828161456,0.8333333333333334,65.57,B,50.0,0.48,0.54,-2.31,正常,启动,可观察，等待持续性确认
etf,sh515980,515980,人工智能ETF,1.017,-0.97,1.028,1.051,1.015,1.027,20681.0,20260828161437,0.05555555555555555,64.49,B,100.0,0.28,-0.91,-8.79,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh510880,510880,红利ETF,3.461,0.2,3.45,3.475,3.425,3.454,45786.0,20260828161442,0.7199999999999968,62.95,B,50.0,0.2,0.26,0.0,正常,启动,可观察，等待持续性确认
etf,sh515030,515030,新能源车ETF,1.633,-0.06,1.633,1.641,1.623,1.634,11216.0,20260828161440,0.5555555555555556,59.77,B,50.0,-0.06,0.0,-3.88,正常,震荡,等待方向，不强行交易
etf,sh512880,512880,证券ETF,1.104,-0.18,1.105,1.109,1.099,1.106,191949.0,20260828161433,0.5000000000000111,58.56,B,50.0,-0.18,-0.12,-0.18,正常,分歧,只留强股，弱股减法
etf,sh512660,512660,军工ETF,1.123,0.18,1.119,1.134,1.117,1.121,41265.0,20260828161445,0.35294117647059053,58.24,B,50.0,0.18,0.24,-4.18,正常,启动,可观察，等待持续性确认
etf,sh515400,515400,大数据ETF,0.859,0.12,0.863,0.882,0.858,0.858,7787.0,20260828161451,0.041666666666666664,54.06,C,50.0,0.12,0.18,-6.93,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh515220,515220,煤炭ETF,1.35,0.67,1.344,1.352,1.321,1.341,70188.0,20260828161445,0.9354838709677422,52.93,C,0.0,-0.36,0.73,0.0,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh515790,515790,光伏ETF,0.846,0.0,0.84,0.855,0.84,0.846,12371.0,20260828161456,0.4,39.59,D,50.0,0.0,0.06,-4.94,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh510300,510300,沪深300ETF,4.679,-0.26,4.684,4.706,4.675,4.691,283512.0,20260828161446,0.12903225806452814,39.51,D,0.0,-0.31,-0.2,-2.54,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh516820,516820,机器人ETF,0.352,-0.56,0.354,0.354,0.35,0.354,1448.0,20260828161434,0.5,38.46,D,50.0,-0.56,-0.5,-4.35,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512760,512760,芯片ETF,1.101,-2.05,1.124,1.136,1.1,1.124,35223.0,20260828161441,0.027777777777774865,36.24,D,50.0,-2.05,-1.99,-8.63,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515880,515880,通信ETF,0.668,-1.47,0.676,0.695,0.667,0.678,318953.0,20260828161431,0.03571428571428586,33.47,D,0.0,-1.12,-1.41,-7.09,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh588200,588200,科创芯片ETF,1.174,-2.41,1.199,1.215,1.172,1.203,270690.0,20260828161457,0.046511627906976626,22.56,E,0.0,-0.16,-2.35,-7.92,黄色：高位降温，停止追高,退潮,停止新增，反弹处理弱股
etf,sh512480,512480,半导体ETF,1.039,-2.26,1.055,1.072,1.038,1.063,123510.0,20260828161440,0.029411764705879088,21.27,E,0.0,-2.4,-2.2,-8.22,黄色：高位降温，停止追高,退潮,停止新增，反弹处理弱股
etf,sh512170,512170,医疗ETF,0.342,-1.16,0.345,0.347,0.341,0.346,32061.0,20260828161440,0.1666666666666682,18.1,E,0.0,-0.61,-1.1,-4.74,正常,退潮,停止新增，反弹处理弱股
