kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location,etf_score,grade,breadth,median_stock_pct,relative_strength,drawdown_from_recent_peak,alert,life_stage,stage_advice
etf,sh512400,512400,有色金属ETF,1.929,2.39,1.891,1.947,1.884,1.884,75880.0,20260821114750,0.7142857142857147,84.73,S,100.0,1.36,1.94,-4.41,正常,发酵,主线候选，优先选未大涨个股
etf,sh515220,515220,煤炭ETF,1.283,1.18,1.268,1.29,1.256,1.268,42460.0,20260821114734,0.7941176470588203,80.69,A,100.0,0.3,0.73,-0.23,正常,发酵,主线候选，优先选未大涨个股
etf,sh515880,515880,通信ETF,0.677,1.96,0.664,0.688,0.658,0.664,226144.0,20260821114728,0.6333333333333356,73.48,A,100.0,3.26,1.51,-5.84,黄色：高位降温，停止追高,发酵,主线候选，优先选未大涨个股
etf,sh510300,510300,沪深300ETF,4.679,0.56,4.648,4.693,4.641,4.653,209479.0,20260821114735,0.7307692307692413,68.43,B,100.0,1.43,0.11,-2.54,正常,启动,可观察，等待持续性确认
etf,sh515980,515980,人工智能ETF,1.021,1.09,1.008,1.032,1.002,1.01,11112.0,20260821114757,0.6333333333333296,68.37,B,100.0,0.45,0.64,-8.43,黄色：高位降温，停止追高,发酵,主线候选，优先选未大涨个股
etf,sh510880,510880,红利ETF,3.391,0.27,3.378,3.397,3.372,3.382,28763.0,20260821114728,0.7600000000000078,63.02,B,50.0,0.27,-0.18,-0.12,正常,启动,可观察，等待持续性确认
etf,sh518880,518880,黄金ETF,9.319,0.92,9.301,9.342,9.295,9.234,385744.0,20260821114743,0.5106382978723533,62.65,B,50.0,0.92,0.47,0.0,正常,启动,可观察，等待持续性确认
etf,sh515030,515030,新能源车ETF,1.647,1.73,1.61,1.665,1.609,1.619,9145.0,20260821114728,0.6785714285714286,58.13,B,50.0,1.73,1.28,-3.06,正常,启动,可观察，等待持续性确认
etf,sh512660,512660,军工ETF,1.104,0.64,1.093,1.109,1.086,1.097,13809.0,20260821114734,0.7826086956521777,54.8,C,50.0,0.64,0.19,-5.8,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh515790,515790,光伏ETF,0.853,0.47,0.845,0.858,0.841,0.849,10085.0,20260821114746,0.7058823529411765,53.11,C,50.0,0.47,0.02,-4.16,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh512880,512880,证券ETF,1.064,0.09,1.062,1.067,1.056,1.063,74069.0,20260821114751,0.7272727272727346,51.76,C,50.0,0.09,-0.36,-3.36,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh512480,512480,半导体ETF,1.043,0.38,1.034,1.059,1.03,1.039,74314.0,20260821114730,0.4482758620689634,44.47,D,33.3,-0.1,-0.07,-7.86,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh512760,512760,芯片ETF,1.104,0.45,1.092,1.119,1.092,1.099,20359.0,20260821114729,0.44444444444444625,41.33,D,50.0,0.45,0.0,-8.38,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515400,515400,大数据ETF,0.853,-0.7,0.851,0.858,0.842,0.859,3918.0,20260821114748,0.6875,39.49,D,50.0,-0.7,-1.15,-7.58,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh588200,588200,科创芯片ETF,1.173,0.09,1.171,1.194,1.162,1.172,173578.0,20260821114743,0.34375000000000344,39.37,D,50.0,1.25,-0.36,-8.0,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512690,512690,酒ETF,0.421,-1.17,0.426,0.426,0.418,0.426,24111.0,20260821114746,0.375,33.55,D,50.0,-1.17,-1.62,-6.24,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh516510,516510,云计算ETF,1.667,-0.3,1.657,1.675,1.642,1.672,8390.0,20260821114752,0.7575757575757583,32.53,D,0.0,-5.79,-0.75,-7.13,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh516820,516820,机器人ETF,0.358,-2.72,0.365,0.365,0.356,0.368,7392.0,20260821114731,0.2222222222222222,25.02,E,50.0,-2.72,-3.17,-2.72,正常,退潮,停止新增，反弹处理弱股
etf,sh512170,512170,医疗ETF,0.349,-2.79,0.354,0.355,0.348,0.359,56545.0,20260821114736,0.14285714285714285,9.5,E,0.0,-3.11,-3.24,-2.79,正常,退潮,停止新增，反弹处理弱股
