kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location,etf_score,grade,breadth,median_stock_pct,relative_strength,drawdown_from_recent_peak,alert,life_stage,stage_advice
etf,sh512690,512690,酒ETF,0.452,3.67,0.435,0.455,0.434,0.436,113015.0,20260730161449,0.8571428571428571,76.05,A,50.0,3.67,4.86,0.0,正常,启动,可观察，等待持续性确认
etf,sh515220,515220,煤炭ETF,1.201,0.08,1.2,1.219,1.187,1.2,72445.0,20260730161500,0.4375,70.48,A,100.0,1.49,1.27,-2.99,正常,启动,可观察，等待持续性确认
etf,sh512170,512170,医疗ETF,0.325,-0.31,0.325,0.329,0.321,0.326,52341.0,20260730161439,0.5,69.83,B,100.0,1.41,0.88,-0.31,正常,分歧,只留强股，弱股减法
etf,sh510880,510880,红利ETF,3.312,1.19,3.274,3.313,3.274,3.273,122820.0,20260730161432,0.9743589743589659,66.96,B,50.0,1.19,2.38,0.0,正常,启动,可观察，等待持续性确认
etf,sh510300,510300,沪深300ETF,4.605,-1.12,4.63,4.655,4.536,4.657,695321.0,20260730161440,0.5798319327731131,60.35,B,100.0,2.5,0.07,-3.8,正常,震荡,等待方向，不强行交易
etf,sh516820,516820,机器人ETF,0.346,0.0,0.344,0.35,0.342,0.346,4694.0,20260730161434,0.4999999999999965,55.91,C,50.0,0.0,1.19,-0.29,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh512880,512880,证券ETF,1.106,0.0,1.101,1.116,1.097,1.106,189941.0,20260730161447,0.47368421052631887,55.58,C,50.0,0.0,1.19,-1.95,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh515030,515030,新能源车ETF,1.603,-0.12,1.591,1.624,1.584,1.605,12354.0,20260730161455,0.4749999999999972,55.09,C,50.0,-0.12,1.07,-0.31,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh512400,512400,有色金属ETF,1.747,-1.19,1.78,1.801,1.734,1.768,90465.0,20260730161446,0.19402985074627063,54.68,C,100.0,1.71,0.0,-4.12,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh518880,518880,黄金ETF,8.36,-0.38,8.463,8.484,8.35,8.392,339568.0,20260730161448,0.07462686567164001,40.54,D,50.0,-0.38,0.81,-2.34,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515790,515790,光伏ETF,0.804,-1.47,0.804,0.822,0.796,0.816,21036.0,20260730161449,0.307692307692309,38.83,D,50.0,-1.47,-0.28,-4.17,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512660,512660,军工ETF,1.073,-1.92,1.085,1.095,1.062,1.094,30866.0,20260730161439,0.3333333333333311,37.23,D,50.0,-1.92,-0.73,-2.81,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515400,515400,大数据ETF,0.801,-4.07,0.824,0.836,0.801,0.835,12198.0,20260730161451,0.0,23.88,E,50.0,-4.07,-2.88,-9.9,红色：行业共振回撤，停止新增，反弹优先减弱,退潮,停止新增，反弹处理弱股
etf,sh512760,512760,芯片ETF,1.038,-6.4,1.088,1.103,1.018,1.109,72588.0,20260730161456,0.23529411764705913,16.91,E,50.0,-6.4,-5.21,-14.57,红色：行业共振回撤，停止新增，反弹优先减弱,退潮,停止新增，反弹处理弱股
etf,sh516510,516510,云计算ETF,1.559,-3.65,1.596,1.623,1.553,1.618,14433.0,20260730161457,0.08571428571428572,14.0,E,0.0,-1.91,-2.46,-9.68,红色：行业共振回撤，停止新增，反弹优先减弱,退潮,停止新增，反弹处理弱股
etf,sh512480,512480,半导体ETF,0.958,-6.72,1.008,1.02,0.942,1.027,210850.0,20260730161456,0.20512820512820512,2.11,E,0.0,-5.42,-5.53,-14.77,红色：行业共振回撤，停止新增，反弹优先减弱,退潮,停止新增，反弹处理弱股
etf,sh515980,515980,人工智能ETF,0.948,-7.06,1.0,1.011,0.935,1.02,37150.0,20260730161453,0.1710526315789464,0.0,E,0.0,-6.84,-5.87,-14.9,红色：行业共振回撤，停止新增，反弹优先减弱,退潮,停止新增，反弹处理弱股
etf,sh588200,588200,科创芯片ETF,1.077,-7.71,1.145,1.156,1.06,1.167,578836.0,20260730161448,0.1770833333333326,0.0,E,0.0,-6.42,-6.52,-15.66,红色：行业共振回撤，停止新增，反弹优先减弱,退潮,停止新增，反弹处理弱股
etf,sh515880,515880,通信ETF,0.555,-7.81,0.593,0.597,0.542,0.602,619252.0,20260730161431,0.23636363636363683,0.0,E,0.0,-10.93,-6.62,-17.29,红色：行业共振回撤，停止新增，反弹优先减弱,退潮,停止新增，反弹处理弱股
