kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location,etf_score,grade,breadth,median_stock_pct,relative_strength,drawdown_from_recent_peak,alert,life_stage,stage_advice
etf,sh515880,515880,通信ETF,0.686,0.15,0.682,0.699,0.679,0.685,285302.0,20260917140809,0.3500000000000019,58.49,B,50.0,-0.19,0.67,0.0,正常,启动,可观察，等待持续性确认
etf,sh512760,512760,芯片ETF,1.062,-0.65,1.064,1.078,1.054,1.069,25928.0,20260917140810,0.3333333333333333,55.12,C,50.0,-0.65,-0.13,-0.65,黄色：高位降温，停止追高,分歧,只留强股，弱股减法
etf,sh512480,512480,半导体ETF,1.003,-0.5,1.001,1.018,0.996,1.008,80410.0,20260917140810,0.3181818181818131,51.05,C,33.3,-0.29,0.02,-0.5,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh516820,516820,机器人ETF,0.34,0.29,0.338,0.343,0.338,0.339,1418.0,20260917140806,0.4,49.88,C,50.0,0.29,0.81,-2.86,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh515790,515790,光伏ETF,0.793,-0.63,0.795,0.8,0.788,0.798,6920.0,20260917140809,0.4166666666666667,46.18,C,50.0,-0.63,-0.11,-3.17,黄色：高位降温，停止追高,震荡,等待方向，不强行交易
etf,sh515030,515030,新能源车ETF,1.484,0.0,1.481,1.49,1.472,1.484,16521.0,20260917140812,0.6666666666666666,43.61,D,50.0,0.0,0.52,-5.72,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh512170,512170,医疗ETF,0.335,0.0,0.333,0.339,0.333,0.335,36858.0,20260917140808,0.3333333333333333,43.29,D,0.0,-0.83,0.52,-1.76,橙色：趋势破坏，暂停新开仓,震荡,等待方向，不强行交易
etf,sh518880,518880,黄金ETF,8.855,-0.56,8.86,8.888,8.787,8.905,436436.0,20260917140810,0.6732673267326755,41.31,D,50.0,-0.56,-0.04,-3.37,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh588200,588200,科创芯片ETF,1.142,-0.44,1.14,1.159,1.133,1.147,189769.0,20260917140810,0.34615384615384187,41.11,D,0.0,-1.92,0.08,-0.44,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512690,512690,酒ETF,0.407,-0.25,0.408,0.409,0.405,0.408,24995.0,20260917140809,0.49999999999999306,40.44,D,50.0,-0.25,0.27,-6.22,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh510880,510880,红利ETF,3.348,-0.56,3.358,3.36,3.33,3.367,29076.0,20260917140810,0.5999999999999971,40.38,D,50.0,-0.56,-0.04,-4.29,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512660,512660,军工ETF,1.144,-0.52,1.145,1.16,1.136,1.15,17504.0,20260917140810,0.3333333333333333,37.19,D,50.0,-0.52,0.0,-3.05,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515400,515400,大数据ETF,0.82,-0.85,0.825,0.831,0.818,0.827,3661.0,20260917140811,0.15384615384615385,33.53,D,50.0,-0.85,-0.33,-5.75,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh515980,515980,人工智能ETF,0.999,0.0,0.998,1.014,0.991,0.999,11754.0,20260917140810,0.34782608695652173,32.79,D,0.0,-1.67,0.52,-2.92,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh512880,512880,证券ETF,1.043,-1.04,1.049,1.054,1.042,1.054,89166.0,20260917140811,0.08333333333332409,31.83,D,50.0,-1.04,-0.52,-5.61,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
etf,sh516510,516510,云计算ETF,1.601,-0.81,1.608,1.625,1.599,1.614,6959.0,20260917140811,0.07692307692307693,26.37,E,0.0,-1.86,-0.29,-4.82,正常,退潮,停止新增，反弹处理弱股
etf,sh515220,515220,煤炭ETF,1.26,-0.94,1.269,1.269,1.241,1.272,37413.0,20260917140811,0.6785714285714299,25.59,E,0.0,-1.17,-0.42,-6.04,黄色：高位降温，停止追高,退潮,停止新增，反弹处理弱股
etf,sh510300,510300,沪深300ETF,4.531,-0.42,4.539,4.568,4.524,4.55,194981.0,20260917140811,0.15909090909090312,21.16,E,0.0,-0.78,0.1,-2.29,正常,退潮,停止新增，反弹处理弱股
etf,sh512400,512400,有色金属ETF,1.707,-2.62,1.73,1.753,1.695,1.753,63109.0,20260917140810,0.20689655172413873,11.59,E,0.0,-4.1,-2.1,-10.77,橙色：趋势破坏，暂停新开仓,退潮,停止新增，反弹处理弱股
